,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
1091,AAPL130622P00240000,AAPL,2013-06-22,put,240.0,A,0.0,,0.03,,0,265,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1092,AAPL130622C00245000,AAPL,2013-06-22,call,245.0,A,196.05,,197.9,,0,0,2013-06-07,1.0,0.0,-0.6705,0.0,0.362
1093,AAPL130622P00245000,AAPL,2013-06-22,put,245.0,A,0.0,,0.03,,0,190,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1094,AAPL130622C00250000,AAPL,2013-06-22,call,250.0,A,191.05,,192.9,,0,13,2013-06-07,1.0,0.0,-0.6842,0.0,0.362
1095,AAPL130622P00250000,AAPL,2013-06-22,put,250.0,A,0.0,,0.02,,0,516,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1096,AAPL130622C00255000,AAPL,2013-06-22,call,255.0,A,186.05,,187.9,,0,17,2013-06-07,1.0,0.0,-0.6979,0.0,0.362
1097,AAPL130622P00255000,AAPL,2013-06-22,put,255.0,A,0.0,,0.03,,0,343,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1098,AAPL130622C00260000,AAPL,2013-06-22,call,260.0,A,181.05,,182.9,,0,0,2013-06-07,1.0,0.0,-0.7115,0.0,0.362
1099,AAPL130622P00260000,AAPL,2013-06-22,put,260.0,A,0.0,,0.03,,0,158,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1100,AAPL130622C00265000,AAPL,2013-06-22,call,265.0,A,176.05,,177.9,,0,2,2013-06-07,1.0,0.0,-0.7252,0.0,0.362
1101,AAPL130622P00265000,AAPL,2013-06-22,put,265.0,A,0.0,,0.03,,0,280,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1102,AAPL130622C00270000,AAPL,2013-06-22,call,270.0,A,171.05,,172.9,,0,0,2013-06-07,1.0,0.0,-0.7389,0.0,0.362
1103,AAPL130622P00270000,AAPL,2013-06-22,put,270.0,A,0.0,,0.03,,0,389,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1104,AAPL130622C00275000,AAPL,2013-06-22,call,275.0,A,166.05,,167.9,,0,0,2013-06-07,1.0,0.0,-0.7527,0.0,0.362
1105,AAPL130622P00275000,AAPL,2013-06-22,put,275.0,A,0.0,,0.03,,0,371,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1106,AAPL130622C00280000,AAPL,2013-06-22,call,280.0,A,161.05,,162.9,,0,0,2013-06-07,1.0,0.0,-0.7663,0.0,0.362
1107,AAPL130622P00280000,AAPL,2013-06-22,put,280.0,A,0.0,,0.03,,0,522,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1108,AAPL130622C00285000,AAPL,2013-06-22,call,285.0,A,156.05,,157.9,,0,23,2013-06-07,1.0,0.0,-0.78,0.0,0.362
1109,AAPL130622P00285000,AAPL,2013-06-22,put,285.0,A,0.0,,0.03,,0,742,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1110,AAPL130622C00290000,AAPL,2013-06-22,call,290.0,A,151.55,,152.7,,0,2,2013-06-07,1.0,0.0,-0.7936,0.0,0.362
1111,AAPL130622P00290000,AAPL,2013-06-22,put,290.0,A,0.0,,0.03,,8,1001,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1112,AAPL130622C00295000,AAPL,2013-06-22,call,295.0,A,146.05,,147.9,,0,0,2013-06-07,1.0,0.0,-0.8073,0.0,0.362
1113,AAPL130622P00295000,AAPL,2013-06-22,put,295.0,A,0.0,,0.03,,0,1120,2013-06-07,0.0,0.0,0.0,0.0,0.3599
1114,AAPL130622C00300000,AAPL,2013-06-22,call,300.0,A,141.6,,142.5,,3,121,2013-06-07,1.0,0.0,-0.8211,0.0,0.362
1115,AAPL130622P00300000,AAPL,2013-06-22,put,300.0,A,0.0,,0.03,,0,2225,2013-06-07,0.0,0.0,-0.0001,0.0,0.3599
1116,AAPL130622C00305000,AAPL,2013-06-22,call,305.0,A,136.05,,137.9,,0,5,2013-06-07,1.0,0.0,-0.8349,0.0,0.362
1117,AAPL130622P00305000,AAPL,2013-06-22,put,305.0,A,0.0,,0.07,,0,899,2013-06-07,0.0,0.0,-0.0002,0.0,0.3599
1118,AAPL130622C00310000,AAPL,2013-06-22,call,310.0,A,131.6,,132.7,,0,0,2013-06-07,1.0,0.0,-0.8491,0.0001,0.362
1119,AAPL130622P00310000,AAPL,2013-06-22,put,310.0,A,0.0,,0.05,,0,727,2013-06-07,0.0,0.0,-0.0006,0.0001,0.3599
1120,AAPL130622C00315000,AAPL,2013-06-22,call,315.0,A,126.05,,127.95,,0,0,2013-06-07,1.0,0.0,-0.8641,0.0004,0.362
1121,AAPL130622P00315000,AAPL,2013-06-22,put,315.0,A,0.01,,0.05,,0,744,2013-06-07,0.0,0.0,-0.0017,0.0004,0.3599
1122,AAPL130622C00320000,AAPL,2013-06-22,call,320.0,A,121.05,,122.95,,0,7,2013-06-07,1.0,0.0,-0.8813,0.0011,0.362
1123,AAPL130622P00320000,AAPL,2013-06-22,put,320.0,A,0.01,,0.05,,1,877,2013-06-07,0.0,0.0,-0.0049,0.0011,0.3599
1124,AAPL130622C00325000,AAPL,2013-06-22,call,325.0,A,116.05,,117.95,,0,3,2013-06-07,1.0,0.0,-0.9038,0.0031,0.362
1125,AAPL130622P00325000,AAPL,2013-06-22,put,325.0,A,0.01,,0.05,,19,846,2013-06-07,0.0,0.0,-0.0129,0.0028,0.3599
1126,AAPL130622C00330000,AAPL,2013-06-22,call,330.0,A,111.55,,112.6,,0,26,2013-06-07,1.0,0.0,-0.9384,0.0077,0.362
1127,AAPL130622P00330000,AAPL,2013-06-22,put,330.0,A,0.0,,0.03,,59,1002,2013-06-07,0.0,0.0,-0.0318,0.007,0.3599
1128,AAPL130622C00335000,AAPL,2013-06-22,call,335.0,A,106.1,,107.85,,0,2,2013-06-07,1.0,0.0,-0.9984,0.0177,0.362
1129,AAPL130622P00335000,AAPL,2013-06-22,put,335.0,A,0.02,,0.11,,6,624,2013-06-07,0.0,0.0,-0.0743,0.0162,0.3599
1130,AAPL130622C00340000,AAPL,2013-06-22,call,340.0,A,101.6,,102.45,,8,15,2013-06-07,0.9999,0.0,-1.109,0.0388,0.362
1131,AAPL130622P00340000,AAPL,2013-06-22,put,340.0,A,0.0,,0.06,,198,1458,2013-06-07,-0.0001,0.0,-0.1643,0.0359,0.3599
1132,AAPL130622C00345000,AAPL,2013-06-22,call,345.0,A,96.75,,97.65,,3,26,2013-06-07,0.9998,0.0,-1.3146,0.0804,0.362
1133,AAPL130622P00345000,AAPL,2013-06-22,put,345.0,A,0.02,,0.12,,10,1439,2013-06-07,-0.0002,0.0,-0.3436,0.075,0.3599
1134,AAPL130622C00350000,AAPL,2013-06-22,call,350.0,A,91.8,,92.35,,7,207,2013-06-07,0.9995,0.0001,-1.6883,0.1586,0.362
1135,AAPL130622P00350000,AAPL,2013-06-22,put,350.0,A,0.05,,0.07,,22,3735,2013-06-07,-0.0005,0.0001,-0.6827,0.1491,0.3599
1136,AAPL130622C00355000,AAPL,2013-06-22,call,355.0,A,86.85,,87.3,,2,38,2013-06-07,0.999,0.0001,-2.343,0.2978,0.362
1137,AAPL130622P00355000,AAPL,2013-06-22,put,355.0,A,0.05,,0.14,,0,1010,2013-06-07,-0.001,0.0001,-1.2911,0.2819,0.3599
1138,AAPL130622C00360000,AAPL,2013-06-22,call,360.0,A,81.55,,82.6,,0,54,2013-06-07,0.9981,0.0002,-3.4414,0.5334,0.362
1139,AAPL130622P00360000,AAPL,2013-06-22,put,360.0,A,0.08,,0.14,,122,2454,2013-06-07,-0.0018,0.0002,-2.3281,0.5084,0.3599
1140,AAPL130622C00365000,AAPL,2013-06-22,call,365.0,A,76.7,,77.3,,5,56,2013-06-07,0.9965,0.0002,-5.2032,0.9131,0.362
1141,AAPL130622P00365000,AAPL,2013-06-22,put,365.0,A,0.1,,0.14,,104,943,2013-06-07,-0.0033,0.0002,-4.01,0.876,0.3599
1142,AAPL130622C00370000,AAPL,2013-06-22,call,370.0,A,71.85,,72.4,,0,180,2013-06-07,0.994,0.0005,-7.9028,1.4965,0.362
1143,AAPL130622P00370000,AAPL,2013-06-22,put,370.0,A,0.13,,0.18,,13,1910,2013-06-07,-0.0058,0.0005,-6.6093,1.4439,0.3599
1144,AAPL130622C00375000,AAPL,2013-06-22,call,375.0,A,66.65,,67.7,,0,116,2013-06-07,0.9899,0.0008,-11.855,2.3521,0.362
1145,AAPL130622P00375000,AAPL,2013-06-22,put,375.0,A,0.16,,0.19,,197,3494,2013-06-07,-0.0097,0.0008,-10.4414,2.2812,0.3599
1146,AAPL130622C00380000,AAPL,2013-06-22,call,380.0,A,61.85,,62.5,,21,600,2013-06-07,0.9838,0.0013,-17.3859,3.5508,0.362
1147,AAPL130622P00380000,AAPL,2013-06-22,put,380.0,A,0.2,,0.25,,102,4439,2013-06-07,-0.0159,0.0013,-15.8362,3.4601,0.3599
1148,AAPL130622C00385000,AAPL,2013-06-22,call,385.0,A,57.1,,57.55,,8,167,2013-06-07,0.9748,0.0019,-24.7883,5.1562,0.362
1149,AAPL130622P00385000,AAPL,2013-06-22,put,385.0,A,0.28,,0.32,,150,4663,2013-06-07,-0.0246,0.0018,-23.0934,5.0462,0.3599
1150,AAPL130622C00390000,AAPL,2013-06-22,call,390.0,A,52.15,,52.6,,5,417,2013-06-07,0.9621,0.0026,-34.2659,7.2129,0.362
1151,AAPL130622P00390000,AAPL,2013-06-22,put,390.0,A,0.39,,0.42,,207,7215,2013-06-07,-0.0329,0.0023,-28.5674,6.4362,0.3491
1152,AAPL130622C00395000,AAPL,2013-06-22,call,395.0,A,47.3,,47.8,,33,468,2013-06-07,0.9493,0.0034,-42.0089,9.1252,0.3528
1153,AAPL130622P00395000,AAPL,2013-06-22,put,395.0,A,0.53,,0.57,,324,3782,2013-06-07,-0.0443,0.0031,-35.1868,8.1744,0.3386
1154,AAPL130622C00400000,AAPL,2013-06-22,call,400.0,A,42.5,,42.95,,393,2335,2013-06-07,0.9355,0.0043,-48.5871,11.0411,0.3384
1155,AAPL130622P00400000,AAPL,2013-06-22,put,400.0,A,0.73,,0.78,,811,13340,2013-06-07,-0.0594,0.0041,-43.2748,10.3513,0.3289
1156,AAPL130622C00405000,AAPL,2013-06-22,call,405.0,A,37.85,,38.25,,79,404,2013-06-07,0.9131,0.0055,-59.3733,13.8465,0.3311
1157,AAPL130622P00405000,AAPL,2013-06-22,put,405.0,A,1.01,,1.08,,513,5137,2013-06-07,-0.0802,0.0053,-53.0601,13.035,0.3202
1158,AAPL130622C00410000,AAPL,2013-06-22,call,410.0,A,33.25,,33.7,,39,1757,2013-06-07,0.8855,0.0069,-70.5486,16.9423,0.3225
1159,AAPL130622P00410000,AAPL,2013-06-22,put,410.0,A,1.43,,1.51,,1044,6950,2013-06-07,-0.1083,0.0068,-64.8479,16.2796,0.3135
1160,AAPL130622C00415000,AAPL,2013-06-22,call,415.0,A,28.85,,29.3,,87,1889,2013-06-07,0.8495,0.0085,-83.1321,20.4585,0.3155
1161,AAPL130622P00415000,AAPL,2013-06-22,put,415.0,A,2.0,,2.11,,716,5473,2013-06-07,-0.1447,0.0085,-77.8259,19.9237,0.3075
1162,AAPL130622C00420000,AAPL,2013-06-22,call,420.0,A,24.6,,25.05,,395,3823,2013-06-07,0.8062,0.0102,-94.9288,24.0455,0.3071
1163,AAPL130622P00420000,AAPL,2013-06-22,put,420.0,A,2.78,,2.9,,1559,12772,2013-06-07,-0.19,0.0103,-91.0324,23.7516,0.3018
1164,AAPL130622C00425000,AAPL,2013-06-22,call,425.0,A,20.6,,21.1,,553,5044,2013-06-07,0.7522,0.012,-107.0888,27.6923,0.3013
1165,AAPL130622P00425000,AAPL,2013-06-22,put,425.0,A,3.8,,4.0,,1209,7790,2013-06-07,-0.2452,0.0121,-103.9693,27.5378,0.2974
1166,AAPL130622C00430000,AAPL,2013-06-22,call,430.0,A,17.1,,17.45,,2492,4444,2013-06-07,0.6879,0.0135,-118.4514,30.9803,0.2983
1167,AAPL130622P00430000,AAPL,2013-06-22,put,430.0,A,5.2,,5.4,,2407,10253,2013-06-07,-0.3102,0.0137,-115.4606,30.8955,0.2945
1168,AAPL130622C00435000,AAPL,2013-06-22,call,435.0,A,13.8,,14.25,,2461,4441,2013-06-07,0.6166,0.0148,-126.383,33.4251,0.2953
1169,AAPL130622P00435000,AAPL,2013-06-22,put,435.0,A,6.95,,7.15,,3092,5165,2013-06-07,-0.3823,0.0149,-123.5988,33.3966,0.2918
1170,AAPL130622C00440000,AAPL,2013-06-22,call,440.0,A,11.05,,11.2,,5894,10271,2013-06-07,0.5405,0.0155,-129.7226,34.7475,0.2918
1171,AAPL130622P00440000,AAPL,2013-06-22,put,440.0,A,9.05,,9.25,,2899,8394,2013-06-07,-0.4592,0.0157,-127.008,34.7456,0.2884
1172,AAPL130622C00445000,AAPL,2013-06-22,call,445.0,A,8.55,,8.8,,2802,7063,2013-06-07,0.4624,0.0156,-128.9748,34.7724,0.2901
1173,AAPL130622P00445000,AAPL,2013-06-22,put,445.0,A,11.5,,11.85,,1251,4893,2013-06-07,-0.5385,0.0159,-125.9597,34.7654,0.2861
1174,AAPL130622C00450000,AAPL,2013-06-22,call,450.0,A,6.5,,6.7,,8938,22179,2013-06-07,0.3854,0.0152,-123.2519,33.4775,0.2881
1175,AAPL130622P00450000,AAPL,2013-06-22,put,450.0,A,14.45,,14.75,,1060,9680,2013-06-07,-0.6166,0.0154,-120.0452,33.4269,0.2839
1176,AAPL130622C00455000,AAPL,2013-06-22,call,455.0,A,4.85,,5.0,,1990,10772,2013-06-07,0.3133,0.0141,-113.8348,31.0298,0.2872
1177,AAPL130622P00455000,AAPL,2013-06-22,put,455.0,A,17.75,,18.3,,418,4447,2013-06-07,-0.6876,0.0141,-111.889,30.9895,0.2858
1178,AAPL130622C00460000,AAPL,2013-06-22,call,460.0,A,3.5,,3.65,,2511,13626,2013-06-07,0.2481,0.0126,-101.3271,27.7072,0.2864
1179,AAPL130622P00460000,AAPL,2013-06-22,put,460.0,A,21.35,,21.75,,313,4249,2013-06-07,-0.7577,0.0128,-96.3987,27.3618,0.2795
1180,AAPL130622C00465000,AAPL,2013-06-22,call,465.0,A,2.52,,2.64,,3179,8776,2013-06-07,0.1917,0.0109,-87.2709,23.8872,0.2862
1181,AAPL130622P00465000,AAPL,2013-06-22,put,465.0,A,25.35,,25.75,,139,2684,2013-06-07,-0.8149,0.0109,-81.9695,23.38,0.2789
1182,AAPL130622C00470000,AAPL,2013-06-22,call,470.0,A,1.78,,1.89,,2344,14544,2013-06-07,0.1456,0.0091,-73.3851,20.0075,0.2874
1183,AAPL130622P00470000,AAPL,2013-06-22,put,470.0,A,29.6,,30.05,,77,3751,2013-06-07,-0.8615,0.009,-67.721,19.3451,0.2795
1184,AAPL130622C00475000,AAPL,2013-06-22,call,475.0,A,1.3,,1.35,,4464,17201,2013-06-07,0.1107,0.0074,-61.5382,16.5395,0.2916
1185,AAPL130622P00475000,AAPL,2013-06-22,put,475.0,A,34.0,,34.5,,100,9338,2013-06-07,-0.9017,0.0072,-52.3059,15.1771,0.2768
1186,AAPL130622C00480000,AAPL,2013-06-22,call,480.0,A,0.9,,0.97,,1215,15505,2013-06-07,0.0817,0.0059,-49.5652,13.2286,0.2937
1187,AAPL130622P00480000,AAPL,2013-06-22,put,480.0,A,38.6,,39.15,,59,2368,2013-06-07,-0.9317,0.0055,-39.235,11.5323,0.2756
1188,AAPL130622C00485000,AAPL,2013-06-22,call,485.0,A,0.66,,0.7,,759,4977,2013-06-07,0.0615,0.0046,-40.5303,10.6271,0.299
1189,AAPL130622P00485000,AAPL,2013-06-22,put,485.0,A,43.35,,44.35,,7,1059,2013-06-07,-0.9435,0.0045,-35.6312,9.9466,0.2913
1190,AAPL130622C00490000,AAPL,2013-06-22,call,490.0,A,0.49,,0.52,,480,20211,2013-06-07,0.0468,0.0037,-33.4267,8.5708,0.3058
1191,AAPL130622P00490000,AAPL,2013-06-22,put,490.0,A,48.2,,48.75,,196,2038,2013-06-07,-0.9719,0.0027,-18.0775,5.6472,0.2696
1192,AAPL130622C00495000,AAPL,2013-06-22,call,495.0,A,0.37,,0.4,,670,3931,2013-06-07,0.0364,0.0028,-27.9756,6.9866,0.314
1193,AAPL130622P00495000,AAPL,2013-06-22,put,495.0,A,53.1,,54.05,,11,889,2013-06-07,-0.9821,0.0019,-11.9125,3.8587,0.2696
1194,AAPL130622C00500000,AAPL,2013-06-22,call,500.0,A,0.29,,0.31,,1925,81772,2013-06-07,0.0283,0.0023,-23.3107,5.6792,0.3219
1195,AAPL130622P00500000,AAPL,2013-06-22,put,500.0,A,57.9,,58.95,,75,34189,2013-06-07,-0.9889,0.0011,-7.413,2.5543,0.2696
1196,AAPL130622C00505000,AAPL,2013-06-22,call,505.0,A,0.18,,0.27,,94,3829,2013-06-07,0.0214,0.0018,-18.7446,4.4891,0.3275
1197,AAPL130622P00505000,AAPL,2013-06-22,put,505.0,A,62.9,,63.5,,50,1747,2013-06-07,-0.9933,0.0008,-4.2542,1.6396,0.2696
1198,AAPL130622C00510000,AAPL,2013-06-22,call,510.0,A,0.13,,0.23,,242,27314,2013-06-07,0.017,0.0014,-15.8164,3.6912,0.3361
1199,AAPL130622P00510000,AAPL,2013-06-22,put,510.0,A,67.75,,68.7,,2,1330,2013-06-07,-0.9961,0.0005,-2.1157,1.0216,0.2696
1200,AAPL130622C00515000,AAPL,2013-06-22,call,515.0,A,0.12,,0.18,,12,3566,2013-06-07,0.0142,0.0011,-14.0409,3.1705,0.3474
1201,AAPL130622P00515000,AAPL,2013-06-22,put,515.0,A,72.9,,73.85,,12,785,2013-06-07,-0.9977,0.0002,-0.7159,0.6183,0.2696
1202,AAPL130622C00520000,AAPL,2013-06-22,call,520.0,A,0.1,,0.16,,232,15619,2013-06-07,0.0121,0.001,-12.5543,2.7456,0.3587
1203,AAPL130622P00520000,AAPL,2013-06-22,put,520.0,A,77.85,,78.5,,7,860,2013-06-07,-0.9987,0.0002,0.1722,0.364,0.2696
1204,AAPL130622C00525000,AAPL,2013-06-22,call,525.0,A,0.09,,0.14,,29,18272,2013-06-07,0.0105,0.0009,-11.5254,2.4366,0.3711
1205,AAPL130622P00525000,AAPL,2013-06-22,put,525.0,A,82.8,,83.55,,0,16015,2013-06-07,-0.9993,0.0001,0.7203,0.2085,0.2696
1206,AAPL130622C00530000,AAPL,2013-06-22,call,530.0,A,0.07,,0.14,,13,2492,2013-06-07,0.0092,0.0007,-10.6005,2.1704,0.3832
1207,AAPL130622P00530000,AAPL,2013-06-22,put,530.0,A,87.8,,88.6,,66,1272,2013-06-07,-0.9996,0.0001,1.0508,0.1163,0.2696
1208,AAPL130622C00535000,AAPL,2013-06-22,call,535.0,A,0.07,,0.09,,35,1830,2013-06-07,0.0073,0.0005,-8.7799,1.7705,0.3891
1209,AAPL130622P00535000,AAPL,2013-06-22,put,535.0,A,92.65,,93.85,,10,457,2013-06-07,-0.9998,0.0,1.2467,0.0633,0.2696
1210,AAPL130622C00540000,AAPL,2013-06-22,call,540.0,A,0.05,,0.11,,26,4914,2013-06-07,0.0068,0.0005,-8.5798,1.6672,0.4038
1211,AAPL130622P00540000,AAPL,2013-06-22,put,540.0,A,97.85,,98.4,,18,2365,2013-06-07,-0.9999,0.0,1.3625,0.0336,0.2696
1212,AAPL130622C00545000,AAPL,2013-06-22,call,545.0,A,0.02,,0.08,,1,1690,2013-06-07,0.0041,0.0002,-5.2976,1.0542,0.3943
1213,AAPL130622P00545000,AAPL,2013-06-22,put,545.0,A,102.55,,103.5,,5,676,2013-06-07,-1.0,0.0,1.4318,0.0174,0.2696
1214,AAPL130622C00550000,AAPL,2013-06-22,call,550.0,A,0.03,,0.07,,641,16147,2013-06-07,0.0028,0.0002,-3.8618,0.7685,0.3943
1215,AAPL130622P00550000,AAPL,2013-06-22,put,550.0,A,107.65,,108.45,,0,9529,2013-06-07,-1.0,0.0,1.475,0.0088,0.2696
1216,AAPL130622C00555000,AAPL,2013-06-22,call,555.0,A,0.02,,0.05,,2,1519,2013-06-07,0.002,0.0002,-2.7855,0.5544,0.3943
1217,AAPL130622P00555000,AAPL,2013-06-22,put,555.0,A,112.65,,113.5,,0,371,2013-06-07,-1.0,0.0,1.5039,0.0043,0.2696
1218,AAPL130622C00560000,AAPL,2013-06-22,call,560.0,A,0.02,,0.08,,1,2384,2013-06-07,0.0014,0.0001,-1.9885,0.3958,0.3943
1219,AAPL130622P00560000,AAPL,2013-06-22,put,560.0,A,117.65,,118.45,,0,539,2013-06-07,-1.0,0.0,1.5253,0.0021,0.2696
1220,AAPL130622C00565000,AAPL,2013-06-22,call,565.0,A,0.0,,0.11,,0,1028,2013-06-07,0.0009,0.0001,-1.4054,0.2797,0.3943
1221,AAPL130622P00565000,AAPL,2013-06-22,put,565.0,A,122.75,,123.5,,0,1098,2013-06-07,-1.0,0.0,1.5428,0.001,0.2696
1222,AAPL130622C00570000,AAPL,2013-06-22,call,570.0,A,0.0,,0.09,,54,1810,2013-06-07,0.0005,0.0001,-0.9837,0.1958,0.3943
1223,AAPL130622P00570000,AAPL,2013-06-22,put,570.0,A,127.8,,128.8,,64,1119,2013-06-07,-1.0,0.0,1.5583,0.0005,0.2696
1224,AAPL130622C00575000,AAPL,2013-06-22,call,575.0,A,0.01,,0.14,,0,1204,2013-06-07,0.0004,0.0,-0.6821,0.1358,0.3943
1225,AAPL130622P00575000,AAPL,2013-06-22,put,575.0,A,132.65,,133.45,,8,384,2013-06-07,-1.0,0.0,1.5729,0.0002,0.2696
1226,AAPL130622C00580000,AAPL,2013-06-22,call,580.0,A,0.01,,0.07,,241,3166,2013-06-07,0.0002,0.0,-0.4686,0.0932,0.3943
1227,AAPL130622P00580000,AAPL,2013-06-22,put,580.0,A,137.75,,138.8,,243,1690,2013-06-07,-1.0,0.0,1.587,0.0001,0.2696
1228,AAPL130622C00585000,AAPL,2013-06-22,call,585.0,A,0.0,,0.1,,0,810,2013-06-07,0.0002,0.0,-0.3191,0.0635,0.3943
1229,AAPL130622P00585000,AAPL,2013-06-22,put,585.0,A,142.35,,144.0,,0,279,2013-06-07,-1.0,0.0,1.6008,0.0,0.2696
1230,AAPL130622C00590000,AAPL,2013-06-22,call,590.0,A,0.0,,0.09,,0,1038,2013-06-07,0.0001,0.0,-0.2155,0.0429,0.3943
1231,AAPL130622P00590000,AAPL,2013-06-22,put,590.0,A,147.65,,148.5,,5,53,2013-06-07,-1.0,0.0,1.6146,0.0,0.2696
1232,AAPL130622C00595000,AAPL,2013-06-22,call,595.0,A,0.0,,0.09,,5,1458,2013-06-07,0.0001,0.0,-0.1442,0.0287,0.3943
1233,AAPL130622P00595000,AAPL,2013-06-22,put,595.0,A,152.35,,154.0,,0,99,2013-06-07,-1.0,0.0,1.6283,0.0,0.2696
1234,AAPL130622C00600000,AAPL,2013-06-22,call,600.0,A,0.0,,0.02,,68,14177,2013-06-07,0.0001,0.0,-0.0958,0.0191,0.3943
1235,AAPL130622P00600000,AAPL,2013-06-22,put,600.0,A,157.75,,158.45,,26,1410,2013-06-07,-1.0,0.0,1.642,0.0,0.2696
1236,AAPL130622C00605000,AAPL,2013-06-22,call,605.0,A,0.0,,0.04,,0,1146,2013-06-07,0.0,0.0,-0.0631,0.0126,0.3943
1237,AAPL130622P00605000,AAPL,2013-06-22,put,605.0,A,162.35,,164.0,,0,71,2013-06-07,-1.0,0.0,1.6557,0.0,0.2696
1238,AAPL130622C00610000,AAPL,2013-06-22,call,610.0,A,0.0,,0.04,,0,1670,2013-06-07,0.0,0.0,-0.0412,0.0082,0.3943
1239,AAPL130622P00610000,AAPL,2013-06-22,put,610.0,A,167.35,,169.0,,0,15,2013-06-07,-1.0,0.0,1.6694,0.0,0.2696
1240,AAPL130622C00615000,AAPL,2013-06-22,call,615.0,A,0.0,,0.04,,0,919,2013-06-07,0.0,0.0,-0.0268,0.0053,0.3943
1241,AAPL130622P00615000,AAPL,2013-06-22,put,615.0,A,172.75,,173.5,,0,9,2013-06-07,-1.0,0.0,1.6831,0.0,0.2696
1242,AAPL130622C00620000,AAPL,2013-06-22,call,620.0,A,0.0,,0.04,,0,2312,2013-06-07,0.0,0.0,-0.0172,0.0034,0.3943
1243,AAPL130622P00620000,AAPL,2013-06-22,put,620.0,A,177.75,,178.45,,0,81,2013-06-07,-1.0,0.0,1.6968,0.0,0.2696
1244,AAPL130622C00625000,AAPL,2013-06-22,call,625.0,A,0.0,,0.04,,0,893,2013-06-07,0.0,0.0,-0.011,0.0022,0.3943
1245,AAPL130622P00625000,AAPL,2013-06-22,put,625.0,A,182.75,,183.5,,0,62,2013-06-07,-1.0,0.0,1.7104,0.0,0.2696
1246,AAPL130622C00630000,AAPL,2013-06-22,call,630.0,A,0.0,,0.04,,0,739,2013-06-07,0.0,0.0,-0.007,0.0014,0.3943
1247,AAPL130622P00630000,AAPL,2013-06-22,put,630.0,A,187.75,,188.5,,0,78,2013-06-07,-1.0,0.0,1.7241,0.0,0.2696
1248,AAPL130622C00635000,AAPL,2013-06-22,call,635.0,A,0.0,,0.04,,0,679,2013-06-07,0.0,0.0,-0.0044,0.0009,0.3943
1249,AAPL130622P00635000,AAPL,2013-06-22,put,635.0,A,192.35,,194.0,,0,23,2013-06-07,-1.0,0.0,1.7378,0.0,0.2696
1250,AAPL130622C00640000,AAPL,2013-06-22,call,640.0,A,0.0,,0.04,,0,1349,2013-06-07,0.0,0.0,-0.0028,0.0005,0.3943
1251,AAPL130622P00640000,AAPL,2013-06-22,put,640.0,A,197.35,,199.0,,0,23,2013-06-07,-1.0,0.0,1.7515,0.0,0.2696
1252,AAPL130622C00645000,AAPL,2013-06-22,call,645.0,A,0.0,,0.04,,0,481,2013-06-07,0.0,0.0,-0.0017,0.0002,0.3943
1253,AAPL130622P00645000,AAPL,2013-06-22,put,645.0,A,202.35,,204.0,,0,142,2013-06-07,-1.0,0.0,1.7652,0.0,0.2696
1254,AAPL130622C00650000,AAPL,2013-06-22,call,650.0,A,0.0,,0.03,,0,3536,2013-06-07,0.0,0.0,-0.0011,0.0002,0.3943
1255,AAPL130622P00650000,AAPL,2013-06-22,put,650.0,A,207.75,,208.5,,0,43,2013-06-07,-1.0,0.0,1.7789,0.0,0.2696
1256,AAPL130622C00655000,AAPL,2013-06-22,call,655.0,A,0.0,,0.03,,0,495,2013-06-07,0.0,0.0,-0.0007,0.0001,0.3943
1257,AAPL130622P00655000,AAPL,2013-06-22,put,655.0,A,212.35,,214.0,,0,38,2013-06-07,-1.0,0.0,1.7925,0.0,0.2696
1258,AAPL130622C00660000,AAPL,2013-06-22,call,660.0,A,0.0,,0.03,,0,2370,2013-06-07,0.0,0.0,-0.0004,0.0001,0.3943
1259,AAPL130622P00660000,AAPL,2013-06-22,put,660.0,A,217.35,,219.0,,0,52,2013-06-07,-1.0,0.0,1.8062,0.0,0.2696
1260,AAPL130622C00665000,AAPL,2013-06-22,call,665.0,A,0.0,,0.03,,0,793,2013-06-07,0.0,0.0,-0.0002,0.0,0.3943
1261,AAPL130622P00665000,AAPL,2013-06-22,put,665.0,A,222.25,,223.95,,0,28,2013-06-07,-1.0,0.0,1.8199,0.0,0.2696
1262,AAPL130622C00670000,AAPL,2013-06-22,call,670.0,A,0.0,,0.03,,0,906,2013-06-07,0.0,0.0,-0.0001,0.0,0.3943
1263,AAPL130622P00670000,AAPL,2013-06-22,put,670.0,A,227.25,,228.95,,0,30,2013-06-07,-1.0,0.0,1.8336,0.0,0.2696
1264,AAPL130622C00675000,AAPL,2013-06-22,call,675.0,A,0.0,,0.03,,0,643,2013-06-07,0.0,0.0,-0.0001,0.0,0.3943
