,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
2678,AAPL140118C00545000,AAPL,2014-01-18,call,545.0,A,8.0,,8.35,,14,3188,2013-06-07,0.1637,0.0028,-17.3528,85.5348,0.2468
2679,AAPL140118P00545000,AAPL,2014-01-18,put,545.0,A,114.75,,116.2,,10,1469,2013-06-07,-0.7661,0.0028,-25.7793,106.1546,0.3129
2680,AAPL140118C00550000,AAPL,2014-01-18,call,550.0,A,7.45,,7.75,,304,22372,2013-06-07,0.1523,0.0028,-16.5466,81.5798,0.2468
2681,AAPL140118P00550000,AAPL,2014-01-18,put,550.0,A,119.95,,120.75,,21,10946,2013-06-07,-0.771,0.0027,-26.0157,104.9128,0.3196
2682,AAPL140118C00555000,AAPL,2014-01-18,call,555.0,A,6.85,,7.15,,6,2430,2013-06-07,0.1414,0.0026,-15.75,77.67,0.2468
2683,AAPL140118P00555000,AAPL,2014-01-18,put,555.0,A,124.35,,125.3,,0,988,2013-06-07,-0.7794,0.0027,-25.6281,102.7048,0.3221
2684,AAPL140118C00560000,AAPL,2014-01-18,call,560.0,A,6.35,,6.65,,21,5007,2013-06-07,0.1314,0.0025,-14.9662,73.8207,0.2468
2685,AAPL140118P00560000,AAPL,2014-01-18,put,560.0,A,128.05,,129.9,,0,3432,2013-06-07,-0.7908,0.0026,-24.7096,99.6045,0.3211
2686,AAPL140118C00565000,AAPL,2014-01-18,call,565.0,A,5.85,,6.2,,0,1085,2013-06-07,0.1219,0.0023,-14.1979,70.0451,0.2468
2687,AAPL140118P00565000,AAPL,2014-01-18,put,565.0,A,133.35,,134.1,,0,1001,2013-06-07,-0.7962,0.0025,-24.6684,98.056,0.3259
2688,AAPL140118C00570000,AAPL,2014-01-18,call,570.0,A,5.4,,5.75,,12,5192,2013-06-07,0.1129,0.0022,-13.4473,66.3552,0.2468
2689,AAPL140118P00570000,AAPL,2014-01-18,put,570.0,A,138.0,,139.25,,2,2334,2013-06-07,-0.8002,0.0023,-24.816,96.8976,0.3318
2690,AAPL140118C00575000,AAPL,2014-01-18,call,575.0,A,5.0,,5.25,,43,1927,2013-06-07,0.1045,0.0021,-12.7165,62.7608,0.2468
2691,AAPL140118P00575000,AAPL,2014-01-18,put,575.0,A,142.6,,143.15,,0,1346,2013-06-07,-0.8102,0.0023,-23.9263,93.9163,0.3311
2692,AAPL140118C00580000,AAPL,2014-01-18,call,580.0,A,4.65,,4.95,,17,6025,2013-06-07,0.0966,0.002,-12.0071,59.2703,0.2468
2693,AAPL140118P00580000,AAPL,2014-01-18,put,580.0,A,147.05,,147.95,,0,3638,2013-06-07,-0.8167,0.0023,-23.5756,91.9406,0.3338
2694,AAPL140118C00585000,AAPL,2014-01-18,call,585.0,A,4.35,,4.65,,8,954,2013-06-07,0.0892,0.0019,-11.3206,55.8909,0.2468
2695,AAPL140118P00585000,AAPL,2014-01-18,put,585.0,A,151.9,,152.7,,0,696,2013-06-07,-0.8211,0.0022,-23.5081,90.5397,0.3383
2696,AAPL140118C00590000,AAPL,2014-01-18,call,590.0,A,4.05,,4.3,,19,4308,2013-06-07,0.0823,0.0018,-10.658,52.6282,0.2468
2697,AAPL140118P00590000,AAPL,2014-01-18,put,590.0,A,156.5,,157.4,,0,2901,2013-06-07,-0.827,0.0022,-23.1524,88.6381,0.3409
2698,AAPL140118C00595000,AAPL,2014-01-18,call,595.0,A,3.7,,3.95,,54,3074,2013-06-07,0.0759,0.0017,-10.0201,49.4864,0.2468
2699,AAPL140118P00595000,AAPL,2014-01-18,put,595.0,A,160.85,,162.4,,0,1539,2013-06-07,-0.8326,0.0021,-22.8021,86.7839,0.3435
2700,AAPL140118C00600000,AAPL,2014-01-18,call,600.0,A,3.65,,3.7,,173,60315,2013-06-07,0.0699,0.0016,-9.4077,46.4688,0.2468
2701,AAPL140118P00600000,AAPL,2014-01-18,put,600.0,A,165.8,,166.7,,21,11573,2013-06-07,-0.8385,0.002,-22.3645,84.7947,0.3454
2702,AAPL140118C00605000,AAPL,2014-01-18,call,605.0,A,3.2,,3.45,,3,4005,2013-06-07,0.0644,0.0015,-8.8211,43.5775,0.2468
2703,AAPL140118P00605000,AAPL,2014-01-18,put,605.0,A,170.65,,171.4,,0,670,2013-06-07,-0.8428,0.002,-22.1667,83.3122,0.3489
2704,AAPL140118C00610000,AAPL,2014-01-18,call,610.0,A,2.99,,3.25,,30,6910,2013-06-07,0.0592,0.0014,-8.2604,40.8134,0.2468
2705,AAPL140118P00610000,AAPL,2014-01-18,put,610.0,A,175.15,,176.35,,0,2537,2013-06-07,-0.8475,0.0019,-21.8511,81.6348,0.3517
2706,AAPL140118C00615000,AAPL,2014-01-18,call,615.0,A,2.83,,3.05,,74,2214,2013-06-07,0.0544,0.0013,-7.7257,38.1768,0.2468
2707,AAPL140118P00615000,AAPL,2014-01-18,put,615.0,A,179.95,,181.8,,0,1056,2013-06-07,-0.8481,0.0019,-22.2606,81.4273,0.359
2708,AAPL140118C00620000,AAPL,2014-01-18,call,620.0,A,2.49,,2.82,,1,5117,2013-06-07,0.0499,0.0011,-7.2169,35.6671,0.2468
2709,AAPL140118P00620000,AAPL,2014-01-18,put,620.0,A,184.4,,185.7,,0,887,2013-06-07,-0.8585,0.0018,-20.8515,77.6361,0.3546
2710,AAPL140118C00625000,AAPL,2014-01-18,call,625.0,A,2.34,,2.64,,0,3614,2013-06-07,0.0458,0.0011,-6.7337,33.2829,0.2468
2711,AAPL140118P00625000,AAPL,2014-01-18,put,625.0,A,189.9,,190.85,,1,1722,2013-06-07,-0.8649,0.0018,-20.1381,75.233,0.3546
2712,AAPL140118C00630000,AAPL,2014-01-18,call,630.0,A,2.16,,2.4,,3,8309,2013-06-07,0.0419,0.001,-6.2756,31.0223,0.2468
2713,AAPL140118P00630000,AAPL,2014-01-18,put,630.0,A,194.15,,195.95,,0,1987,2013-06-07,-0.871,0.0017,-19.4342,72.8623,0.3546
2714,AAPL140118C00635000,AAPL,2014-01-18,call,635.0,A,2.09,,2.33,,0,2390,2013-06-07,0.0383,0.001,-5.8421,28.8829,0.2468
2715,AAPL140118P00635000,AAPL,2014-01-18,put,635.0,A,199.35,,201.05,,0,851,2013-06-07,-0.8769,0.0017,-18.7408,70.527,0.3546
2716,AAPL140118C00640000,AAPL,2014-01-18,call,640.0,A,2.0,,2.21,,3,10601,2013-06-07,0.0352,0.0009,-5.4327,26.8618,0.2468
2717,AAPL140118P00640000,AAPL,2014-01-18,put,640.0,A,203.9,,205.2,,0,1741,2013-06-07,-0.8826,0.0016,-18.0585,68.2295,0.3546
2718,AAPL140118C00645000,AAPL,2014-01-18,call,645.0,A,1.89,,2.07,,58,4069,2013-06-07,0.032,0.0008,-5.0468,24.9557,0.2468
2719,AAPL140118P00645000,AAPL,2014-01-18,put,645.0,A,209.0,,210.4,,0,1226,2013-06-07,-0.888,0.0016,-17.3879,65.9718,0.3546
2720,AAPL140118C00650000,AAPL,2014-01-18,call,650.0,A,1.8,,1.99,,469,21270,2013-06-07,0.0294,0.0008,-4.6832,23.1609,0.2468
2721,AAPL140118P00650000,AAPL,2014-01-18,put,650.0,A,214.0,,215.35,,0,5723,2013-06-07,-0.8932,0.0015,-16.7297,63.7561,0.3546
2722,AAPL140118C00655000,AAPL,2014-01-18,call,655.0,A,1.68,,1.89,,50,1939,2013-06-07,0.0268,0.0007,-4.3416,21.4737,0.2468
2723,AAPL140118P00655000,AAPL,2014-01-18,put,655.0,A,218.85,,220.2,,0,290,2013-06-07,-0.8982,0.0014,-16.0842,61.5839,0.3546
2724,AAPL140118C00660000,AAPL,2014-01-18,call,660.0,A,1.61,,1.79,,11,2657,2013-06-07,0.0245,0.0007,-4.021,19.8899,0.2468
2725,AAPL140118P00660000,AAPL,2014-01-18,put,660.0,A,223.7,,225.15,,0,1212,2013-06-07,-0.903,0.0014,-15.4519,59.4567,0.3546
2726,AAPL140118C00665000,AAPL,2014-01-18,call,665.0,A,1.51,,1.68,,20,1246,2013-06-07,0.0223,0.0005,-3.7206,18.4055,0.2468
2727,AAPL140118P00665000,AAPL,2014-01-18,put,665.0,A,228.65,,230.05,,0,359,2013-06-07,-0.9076,0.0013,-14.8332,57.3758,0.3546
2728,AAPL140118C00670000,AAPL,2014-01-18,call,670.0,A,1.42,,1.55,,4,2598,2013-06-07,0.0203,0.0005,-3.4394,17.0162,0.2468
2729,AAPL140118P00670000,AAPL,2014-01-18,put,670.0,A,233.6,,234.85,,0,1044,2013-06-07,-0.9119,0.0013,-14.2283,55.3421,0.3546
2730,AAPL140118C00675000,AAPL,2014-01-18,call,675.0,A,1.33,,1.47,,34,6547,2013-06-07,0.0185,0.0005,-3.1767,15.7176,0.2468
2731,AAPL140118P00675000,AAPL,2014-01-18,put,675.0,A,238.5,,239.85,,0,3175,2013-06-07,-0.9161,0.0013,-13.6375,53.3565,0.3546
2732,AAPL140118C00680000,AAPL,2014-01-18,call,680.0,A,1.25,,1.38,,200,2462,2013-06-07,0.0168,0.0005,-2.9314,14.5054,0.2468
2733,AAPL140118P00680000,AAPL,2014-01-18,put,680.0,A,243.4,,244.65,,0,731,2013-06-07,-0.9202,0.0011,-13.0609,51.4196,0.3546
2734,AAPL140118C00685000,AAPL,2014-01-18,call,685.0,A,1.14,,1.35,,2,1781,2013-06-07,0.0153,0.0005,-2.7028,13.3753,0.2468
2735,AAPL140118P00685000,AAPL,2014-01-18,put,685.0,A,248.35,,249.6,,0,263,2013-06-07,-0.924,0.0011,-12.4986,49.5319,0.3546
2736,AAPL140118C00690000,AAPL,2014-01-18,call,690.0,A,1.07,,1.28,,0,2472,2013-06-07,0.014,0.0004,-2.4901,12.3231,0.2468
2737,AAPL140118P00690000,AAPL,2014-01-18,put,690.0,A,253.3,,254.4,,0,275,2013-06-07,-0.9277,0.0011,-11.9508,47.6938,0.3546
2738,AAPL140118C00695000,AAPL,2014-01-18,call,695.0,A,1.01,,1.22,,0,2390,2013-06-07,0.0127,0.0004,-2.2921,11.3445,0.2468
2739,AAPL140118P00695000,AAPL,2014-01-18,put,695.0,A,258.2,,259.45,,0,227,2013-06-07,-0.9312,0.0011,-11.4175,45.9052,0.3546
2740,AAPL140118C00700000,AAPL,2014-01-18,call,700.0,A,0.98,,1.13,,36,31700,2013-06-07,0.0115,0.0004,-2.1082,10.4354,0.2468
2741,AAPL140118P00700000,AAPL,2014-01-18,put,700.0,A,262.95,,264.4,,1,5136,2013-06-07,-0.9345,0.001,-10.8987,44.1665,0.3546
2742,AAPL140118C00705000,AAPL,2014-01-18,call,705.0,A,0.89,,1.05,,28,2302,2013-06-07,0.0104,0.0002,-1.9377,9.5917,0.2468
2743,AAPL140118P00705000,AAPL,2014-01-18,put,705.0,A,268.1,,269.35,,0,137,2013-06-07,-0.9377,0.001,-10.3944,42.4773,0.3546
2744,AAPL140118C00710000,AAPL,2014-01-18,call,710.0,A,0.88,,1.03,,25,3753,2013-06-07,0.0095,0.0002,-1.7796,8.8099,0.2468
2745,AAPL140118P00710000,AAPL,2014-01-18,put,710.0,A,273.05,,274.25,,0,893,2013-06-07,-0.9408,0.001,-9.9045,40.8374,0.3546
2746,AAPL140118C00715000,AAPL,2014-01-18,call,715.0,A,0.8,,0.98,,0,846,2013-06-07,0.0086,0.0002,-1.6332,8.0858,0.2468
2747,AAPL140118P00715000,AAPL,2014-01-18,put,715.0,A,278.0,,279.25,,0,153,2013-06-07,-0.9437,0.0009,-9.4289,39.2466,0.3546
2748,AAPL140118C00720000,AAPL,2014-01-18,call,720.0,A,0.73,,0.85,,0,2287,2013-06-07,0.0078,0.0002,-1.4978,7.4161,0.2468
2749,AAPL140118P00720000,AAPL,2014-01-18,put,720.0,A,282.85,,284.2,,0,739,2013-06-07,-0.9465,0.0009,-8.9673,37.7045,0.3546
2750,AAPL140118C00725000,AAPL,2014-01-18,call,725.0,A,0.71,,0.94,,0,1274,2013-06-07,0.0071,0.0002,-1.3727,6.7972,0.2468
2751,AAPL140118P00725000,AAPL,2014-01-18,put,725.0,A,287.65,,289.05,,0,375,2013-06-07,-0.9491,0.0009,-8.5198,36.2104,0.3546
2752,AAPL140118C00730000,AAPL,2014-01-18,call,730.0,A,0.46,,0.89,,0,2440,2013-06-07,0.0064,0.0002,-1.2573,6.2257,0.2468
2753,AAPL140118P00730000,AAPL,2014-01-18,put,730.0,A,292.8,,294.0,,0,894,2013-06-07,-0.9517,0.0008,-8.0862,34.7639,0.3546
2754,AAPL140118C00735000,AAPL,2014-01-18,call,735.0,A,0.65,,0.85,,0,559,2013-06-07,0.0057,0.0002,-1.1507,5.6986,0.2468
2755,AAPL140118P00735000,AAPL,2014-01-18,put,735.0,A,297.85,,299.05,,0,58,2013-06-07,-0.9541,0.0008,-7.6662,33.3643,0.3546
2756,AAPL140118C00740000,AAPL,2014-01-18,call,740.0,A,0.64,,0.84,,3,4481,2013-06-07,0.0052,0.0002,-1.0526,5.2128,0.2468
2757,AAPL140118P00740000,AAPL,2014-01-18,put,740.0,A,302.85,,303.95,,0,1509,2013-06-07,-0.9564,0.0008,-7.2596,32.0109,0.3546
2758,AAPL140118C00745000,AAPL,2014-01-18,call,745.0,A,0.61,,0.81,,0,1299,2013-06-07,0.0047,0.0002,-0.9622,4.7656,0.2468
2759,AAPL140118P00745000,AAPL,2014-01-18,put,745.0,A,307.7,,308.9,,0,95,2013-06-07,-0.9586,0.0007,-6.8663,30.7028,0.3546
2760,AAPL140118C00750000,AAPL,2014-01-18,call,750.0,A,0.65,,0.8,,10,19140,2013-06-07,0.0043,0.0001,-0.8791,4.354,0.2468
2761,AAPL140118P00750000,AAPL,2014-01-18,put,750.0,A,312.7,,313.85,,0,4897,2013-06-07,-0.9607,0.0007,-6.4859,29.4393,0.3546
2762,AAPL140118C00755000,AAPL,2014-01-18,call,755.0,A,0.54,,0.77,,0,1866,2013-06-07,0.0039,0.0001,-0.8026,3.9757,0.2468
2763,AAPL140118P00755000,AAPL,2014-01-18,put,755.0,A,317.7,,318.85,,0,161,2013-06-07,-0.9627,0.0007,-6.1182,28.2195,0.3546
2764,AAPL140118C00760000,AAPL,2014-01-18,call,760.0,A,0.53,,0.75,,0,2206,2013-06-07,0.0035,0.0001,-0.7325,3.6282,0.2468
2765,AAPL140118P00760000,AAPL,2014-01-18,put,760.0,A,322.6,,323.8,,0,108,2013-06-07,-0.9646,0.0005,-5.763,27.0425,0.3546
2766,AAPL140118C00765000,AAPL,2014-01-18,call,765.0,A,0.38,,0.74,,0,672,2013-06-07,0.0031,0.0001,-0.668,3.3093,0.2468
2767,AAPL140118P00765000,AAPL,2014-01-18,put,765.0,A,327.55,,328.75,,0,43,2013-06-07,-0.9664,0.0005,-5.42,25.9073,0.3546
2768,AAPL140118C00770000,AAPL,2014-01-18,call,770.0,A,0.51,,0.72,,0,579,2013-06-07,0.0028,0.0001,-0.6089,3.0167,0.2468
2769,AAPL140118P00770000,AAPL,2014-01-18,put,770.0,A,332.6,,333.7,,0,34,2013-06-07,-0.9681,0.0005,-5.0888,24.8131,0.3546
2770,AAPL140118C00775000,AAPL,2014-01-18,call,775.0,A,0.49,,0.7,,0,1277,2013-06-07,0.0026,0.0001,-0.5548,2.7486,0.2468
2771,AAPL140118P00775000,AAPL,2014-01-18,put,775.0,A,337.2,,338.65,,0,74,2013-06-07,-0.9697,0.0005,-4.7692,23.7588,0.3546
2772,AAPL140118C00780000,AAPL,2014-01-18,call,780.0,A,0.47,,0.69,,0,1208,2013-06-07,0.0023,0.0001,-0.5052,2.5031,0.2468
2773,AAPL140118P00780000,AAPL,2014-01-18,put,780.0,A,342.25,,343.65,,0,87,2013-06-07,-0.9713,0.0005,-4.461,22.7434,0.3546
2774,AAPL140118C00785000,AAPL,2014-01-18,call,785.0,A,0.45,,0.67,,0,677,2013-06-07,0.0021,0.0001,-0.4598,2.2783,0.2468
2775,AAPL140118P00785000,AAPL,2014-01-18,put,785.0,A,347.5,,348.6,,0,51,2013-06-07,-0.9727,0.0005,-4.1638,21.7659,0.3546
2776,AAPL140118C00790000,AAPL,2014-01-18,call,790.0,A,0.43,,0.61,,0,951,2013-06-07,0.0019,0.0001,-0.4183,2.0727,0.2468
2777,AAPL140118P00790000,AAPL,2014-01-18,put,790.0,A,352.15,,353.65,,0,62,2013-06-07,-0.9741,0.0005,-3.8773,20.8255,0.3546
2778,AAPL140118C00795000,AAPL,2014-01-18,call,795.0,A,0.41,,0.63,,0,1327,2013-06-07,0.0017,0.0001,-0.3804,1.8848,0.2468
2779,AAPL140118P00795000,AAPL,2014-01-18,put,795.0,A,357.3,,358.6,,0,69,2013-06-07,-0.9755,0.0005,-3.6012,19.9209,0.3546
2780,AAPL140118C00800000,AAPL,2014-01-18,call,800.0,A,0.41,,0.6,,0,23250,2013-06-07,0.0015,0.0001,-0.3457,1.7132,0.2468
2781,AAPL140118P00800000,AAPL,2014-01-18,put,800.0,A,362.15,,363.6,,0,2517,2013-06-07,-0.9767,0.0004,-3.3353,19.0511,0.3546
2782,AAPL140118C00805000,AAPL,2014-01-18,call,805.0,A,0.37,,0.65,,0,722,2013-06-07,0.0014,0.0001,-0.3141,1.5564,0.2468
2783,AAPL140118P00805000,AAPL,2014-01-18,put,805.0,A,367.1,,368.55,,0,80,2013-06-07,-0.9779,0.0004,-3.0792,18.2152,0.3546
2784,AAPL140118C00810000,AAPL,2014-01-18,call,810.0,A,0.37,,0.94,,0,2550,2013-06-07,0.0011,0.0,-0.2852,1.4134,0.2468
2785,AAPL140118P00810000,AAPL,2014-01-18,put,810.0,A,372.1,,373.45,,0,25,2013-06-07,-0.9791,0.0004,-2.8326,17.4122,0.3546
2786,AAPL140118C00815000,AAPL,2014-01-18,call,815.0,A,0.35,,0.56,,0,356,2013-06-07,0.0011,0.0,-0.2589,1.283,0.2468
2787,AAPL140118P00815000,AAPL,2014-01-18,put,815.0,A,377.1,,378.5,,0,100,2013-06-07,-0.9802,0.0004,-2.5953,16.6409,0.3546
2788,AAPL140118C00820000,AAPL,2014-01-18,call,820.0,A,0.39,,0.55,,1,1316,2013-06-07,0.001,0.0,-0.2349,1.1641,0.2468
2789,AAPL140118P00820000,AAPL,2014-01-18,put,820.0,A,382.05,,383.5,,0,50,2013-06-07,-0.9812,0.0004,-2.367,15.9007,0.3546
2790,AAPL140118C00825000,AAPL,2014-01-18,call,825.0,A,0.33,,0.53,,0,1216,2013-06-07,0.0009,0.0,-0.213,1.0559,0.2468
2791,AAPL140118P00825000,AAPL,2014-01-18,put,825.0,A,386.85,,388.45,,0,209,2013-06-07,-0.9822,0.0004,-2.1473,15.1902,0.3546
2792,AAPL140118C00830000,AAPL,2014-01-18,call,830.0,A,0.32,,0.51,,0,1061,2013-06-07,0.0008,0.0,-0.1931,0.9574,0.2468
2793,AAPL140118P00830000,AAPL,2014-01-18,put,830.0,A,391.9,,393.45,,0,79,2013-06-07,-0.9831,0.0002,-1.936,14.5085,0.3546
2794,AAPL140118C00835000,AAPL,2014-01-18,call,835.0,A,0.31,,0.87,,0,452,2013-06-07,0.0007,0.0,-0.175,0.8677,0.2468
2795,AAPL140118P00835000,AAPL,2014-01-18,put,835.0,A,396.85,,398.4,,0,56,2013-06-07,-0.984,0.0002,-1.7328,13.8548,0.3546
2796,AAPL140118C00840000,AAPL,2014-01-18,call,840.0,A,0.26,,0.49,,0,787,2013-06-07,0.0007,0.0,-0.1586,0.7861,0.2468
2797,AAPL140118P00840000,AAPL,2014-01-18,put,840.0,A,401.9,,403.4,,0,71,2013-06-07,-0.9849,0.0002,-1.5375,13.2281,0.3546
2798,AAPL140118C00845000,AAPL,2014-01-18,call,845.0,A,0.29,,0.49,,0,595,2013-06-07,0.0005,0.0,-0.1436,0.7119,0.2468
2799,AAPL140118P00845000,AAPL,2014-01-18,put,845.0,A,406.8,,408.35,,0,164,2013-06-07,-0.9856,0.0002,-1.3496,12.6274,0.3546
2800,AAPL140118C00850000,AAPL,2014-01-18,call,850.0,A,0.3,,0.84,,0,6164,2013-06-07,0.0005,0.0,-0.13,0.6445,0.2468
2801,AAPL140118P00850000,AAPL,2014-01-18,put,850.0,A,411.75,,413.35,,1,940,2013-06-07,-0.9864,0.0002,-1.1691,12.0519,0.3546
2802,AAPL140118C00855000,AAPL,2014-01-18,call,855.0,A,0.28,,0.83,,0,1960,2013-06-07,0.0005,0.0,-0.1177,0.5833,0.2468
2803,AAPL140118P00855000,AAPL,2014-01-18,put,855.0,A,416.75,,418.2,,0,358,2013-06-07,-0.9871,0.0002,-0.9956,11.5006,0.3546
2804,AAPL140118C00860000,AAPL,2014-01-18,call,860.0,A,0.25,,0.83,,0,1124,2013-06-07,0.0004,0.0,-0.1065,0.5278,0.2468
2805,AAPL140118P00860000,AAPL,2014-01-18,put,860.0,A,421.75,,423.3,,0,146,2013-06-07,-0.9878,0.0002,-0.8289,10.9727,0.3546
2806,AAPL140118C00865000,AAPL,2014-01-18,call,865.0,A,0.25,,0.82,,0,505,2013-06-07,0.0004,0.0,-0.0963,0.4773,0.2468
2807,AAPL140118P00865000,AAPL,2014-01-18,put,865.0,A,426.9,,428.2,,0,79,2013-06-07,-0.9884,0.0002,-0.6688,10.4673,0.3546
2808,AAPL140118C00870000,AAPL,2014-01-18,call,870.0,A,0.23,,0.81,,0,486,2013-06-07,0.0002,0.0,-0.087,0.4316,0.2468
2809,AAPL140118P00870000,AAPL,2014-01-18,put,870.0,A,431.75,,433.25,,0,126,2013-06-07,-0.9891,0.0002,-0.5149,9.9835,0.3546
2810,AAPL140118C00875000,AAPL,2014-01-18,call,875.0,A,0.23,,0.8,,0,541,2013-06-07,0.0002,0.0,-0.0788,0.3901,0.2468
2811,AAPL140118P00875000,AAPL,2014-01-18,put,875.0,A,436.75,,438.2,,0,50,2013-06-07,-0.9896,0.0002,-0.3671,9.5207,0.3546
2812,AAPL140118C00880000,AAPL,2014-01-18,call,880.0,A,0.24,,0.79,,0,757,2013-06-07,0.0002,0.0,-0.0711,0.3525,0.2468
2813,AAPL140118P00880000,AAPL,2014-01-18,put,880.0,A,441.75,,443.1,,0,62,2013-06-07,-0.9902,0.0002,-0.2251,9.078,0.3546
2814,AAPL140118C00885000,AAPL,2014-01-18,call,885.0,A,0.22,,0.79,,0,627,2013-06-07,0.0002,0.0,-0.0642,0.3185,0.2468
2815,AAPL140118P00885000,AAPL,2014-01-18,put,885.0,A,446.7,,448.2,,0,57,2013-06-07,-0.9907,0.0002,-0.0887,8.6545,0.3546
2816,AAPL140118C00890000,AAPL,2014-01-18,call,890.0,A,0.22,,0.78,,0,1000,2013-06-07,0.0002,0.0,-0.058,0.2876,0.2468
2817,AAPL140118P00890000,AAPL,2014-01-18,put,890.0,A,451.65,,453.2,,0,80,2013-06-07,-0.9912,0.0002,0.0423,8.2497,0.3546
2818,AAPL140118C00895000,AAPL,2014-01-18,call,895.0,A,0.2,,0.77,,0,624,2013-06-07,0.0002,0.0,-0.0524,0.2597,0.2468
2819,AAPL140118P00895000,AAPL,2014-01-18,put,895.0,A,457.05,,458.1,,0,44,2013-06-07,-0.9917,0.0002,0.1681,7.8627,0.3546
2820,AAPL140118C00900000,AAPL,2014-01-18,call,900.0,A,0.2,,0.33,,10,19829,2013-06-07,0.0002,0.0,-0.0473,0.2344,0.2468
2821,AAPL140118P00900000,AAPL,2014-01-18,put,900.0,A,461.6,,463.15,,0,998,2013-06-07,-0.9921,0.0002,0.289,7.4928,0.3546
2822,AAPL140118C00905000,AAPL,2014-01-18,call,905.0,A,0.2,,0.33,,50,849,2013-06-07,0.0002,0.0,-0.0427,0.2115,0.2468
2823,AAPL140118P00905000,AAPL,2014-01-18,put,905.0,A,466.75,,468.15,,0,21,2013-06-07,-0.9925,0.0002,0.405,7.1394,0.3546
2824,AAPL140118C00910000,AAPL,2014-01-18,call,910.0,A,0.19,,0.76,,0,1896,2013-06-07,0.0001,0.0,-0.0385,0.1908,0.2468
2825,AAPL140118P00910000,AAPL,2014-01-18,put,910.0,A,471.75,,473.15,,0,28,2013-06-07,-0.9929,0.0002,0.5165,6.8018,0.3546
2826,AAPL140118C00915000,AAPL,2014-01-18,call,915.0,A,0.17,,0.75,,0,272,2013-06-07,0.0001,0.0,-0.0347,0.1721,0.2468
2827,AAPL140118P00915000,AAPL,2014-01-18,put,915.0,A,476.75,,478.1,,0,28,2013-06-07,-0.9933,0.0002,0.6236,6.4793,0.3546
2828,AAPL140118C00920000,AAPL,2014-01-18,call,920.0,A,0.17,,0.3,,0,538,2013-06-07,0.0001,0.0,-0.0313,0.1552,0.2468
2829,AAPL140118P00920000,AAPL,2014-01-18,put,920.0,A,481.75,,483.1,,0,60,2013-06-07,-0.9937,0.0001,0.7265,6.1714,0.3546
2830,AAPL140118C00925000,AAPL,2014-01-18,call,925.0,A,0.19,,0.73,,0,474,2013-06-07,0.0001,0.0,-0.0282,0.1399,0.2468
2831,AAPL140118P00925000,AAPL,2014-01-18,put,925.0,A,486.75,,488.1,,0,72,2013-06-07,-0.994,0.0001,0.8253,5.8775,0.3546
2832,AAPL140118C00930000,AAPL,2014-01-18,call,930.0,A,0.17,,0.73,,0,891,2013-06-07,0.0001,0.0,-0.0254,0.1261,0.2468
2833,AAPL140118P00930000,AAPL,2014-01-18,put,930.0,A,491.65,,493.05,,0,171,2013-06-07,-0.9943,0.0001,0.9203,5.5969,0.3546
2834,AAPL140118C00935000,AAPL,2014-01-18,call,935.0,A,0.18,,0.73,,0,314,2013-06-07,0.0001,0.0,-0.0229,0.1137,0.2468
2835,AAPL140118P00935000,AAPL,2014-01-18,put,935.0,A,496.65,,498.0,,0,55,2013-06-07,-0.9946,0.0001,1.0115,5.3291,0.3546
2836,AAPL140118C00940000,AAPL,2014-01-18,call,940.0,A,0.17,,0.29,,0,5729,2013-06-07,0.0001,0.0,-0.0206,0.1024,0.2468
2837,AAPL140118P00940000,AAPL,2014-01-18,put,940.0,A,501.7,,503.0,,0,122,2013-06-07,-0.9949,0.0001,1.0992,5.0736,0.3546
2838,AAPL140118C00945000,AAPL,2014-01-18,call,945.0,A,0.17,,0.72,,0,516,2013-06-07,0.0001,0.0,-0.0186,0.0922,0.2468
2839,AAPL140118P00945000,AAPL,2014-01-18,put,945.0,A,506.65,,508.0,,0,81,2013-06-07,-0.9952,0.0001,1.1835,4.8298,0.3546
2840,AAPL140118C00950000,AAPL,2014-01-18,call,950.0,A,0.15,,0.29,,0,2955,2013-06-07,0.0001,0.0,-0.0167,0.083,0.2468
2841,AAPL140118P00950000,AAPL,2014-01-18,put,950.0,A,511.6,,513.0,,0,253,2013-06-07,-0.9955,0.0001,1.2645,4.5973,0.3546
2842,AAPL140118C00955000,AAPL,2014-01-18,call,955.0,A,0.17,,0.71,,0,1480,2013-06-07,0.0001,0.0,-0.0151,0.0748,0.2468
2843,AAPL140118P00955000,AAPL,2014-01-18,put,955.0,A,516.65,,518.0,,0,95,2013-06-07,-0.9957,0.0001,1.3424,4.3755,0.3546
2844,AAPL140118C00960000,AAPL,2014-01-18,call,960.0,A,0.13,,0.2,,5,9525,2013-06-07,0.0,0.0,-0.0136,0.0673,0.2468
2845,AAPL140118P00960000,AAPL,2014-01-18,put,960.0,A,521.6,,522.95,,0,182,2013-06-07,-0.9959,0.0001,1.4174,4.164,0.3546
2846,AAPL140118C00965000,AAPL,2014-01-18,call,965.0,A,0.13,,0.2,,0,176,2013-06-07,0.0,0.0,-0.0123,0.0606,0.2468
2847,AAPL140118P00965000,AAPL,2014-01-18,put,965.0,A,526.65,,527.95,,0,181,2013-06-07,-0.9962,0.0001,1.4894,3.9624,0.3546
2848,AAPL140118C00970000,AAPL,2014-01-18,call,970.0,A,0.13,,0.2,,0,614,2013-06-07,0.0,0.0,-0.011,0.0546,0.2468
